Team,Opponent,Matches,Wins,Draws,Losses
Morocco,UAE,6,3,2,1
Morocco,Kenya,6,3,2,1
Morocco,Sudan,8,3,4,1
Morocco,Uganda,5,3,0,2
Morocco,Burundi,3,3,0,0
Morocco,Mauritania,6,3,3,0
Morocco,East Germany,4,3,0,1
Morocco,Portugal,3,2,0,1
Morocco,Belgium,4,2,0,2
Morocco,Switzerland,2,2,0,0
Morocco,Bulgaria,6,2,3,1
Morocco,Slovakia,2,2,0,0
Morocco,Canada,3,2,1,0
Morocco,Guinea-Bissau,2,2,0,0
Morocco,South Africa,9,2,3,4
Morocco,Saudi Arabia,3,2,0,1
Morocco,Rwanda,4,2,1,1
Morocco,Cape Verde,4,2,2,0
Morocco,Trinidad,2,2,0,0
Morocco,Bahrain,2,2,0,0
Morocco,Liberia,3,2,0,1
Morocco,Lesotho,2,2,0,0
Morocco,Madagascar,2,2,0,0
Morocco,Botswana,3,2,1,0
Morocco,São Tomé and P.,2,2,0,0
Morocco,Jordan,2,2,0,0
Morocco,Zaire,7,2,3,2
Morocco,Spain,4,1,1,2
Morocco,France,6,1,1,4
Morocco,Netherlands,3,1,0,2
Morocco,Scotland,1,1,0,0
Morocco,Denmark,1,1,0,0
Morocco,Serbia,1,1,0,0
Morocco,Brazil,3,1,0,2
Morocco,Poland,4,1,2,1
Morocco,Romania,3,1,0,2
Morocco,Iraq,1,1,0,0
Morocco,Uzbekistan,1,1,0,0
Morocco,Paraguay,2,1,1,0
Morocco,South Korea,3,1,2,0
Morocco,Georgia,1,1,0,0
Morocco,Jamaica,1,1,0,0
Morocco,Chile,2,1,1,0
Morocco,Estonia,1,1,0,0
Morocco,Armenia,1,1,0,0
Morocco,Costa Rica,1,1,0,0
Morocco,Syria,1,1,0,0
Morocco,Ethiopia,1,1,0,0
Morocco,Yemen,1,1,0,0
Morocco,Palestine,1,1,0,0
Morocco,Germany,4,0,0,4
Morocco,England,2,0,1,1
Morocco,Italy,1,0,0,1
Morocco,Greece,1,0,1,0
Morocco,Australia,1,0,0,1
Morocco,Argentina,3,0,0,3
Morocco,Norway,1,0,1,0
Morocco,Finland,2,0,1,1
Morocco,Czechia,1,0,1,0
Morocco,Russia,1,0,0,1
Morocco,Uruguay,1,0,0,1
Morocco,Ireland,1,0,0,1
Morocco,Croatia,3,0,1,2
Morocco,Albania,1,0,1,0
Morocco,Iran,2,0,0,2
Morocco,Peru,2,0,1,1
Morocco,Ukraine,1,0,1,0
Morocco,Colombia,1,0,0,1
Morocco,N. Ireland,2,0,1,1
Morocco,Ecuador,1,0,1,0
Morocco,Qatar,1,0,1,0
Morocco,Oman,2,0,2,0
Morocco,Hong Kong,1,0,1,0
Morocco,USSR,3,0,1,2
Morocco,Yugoslavia,2,0,0,2
Morocco,USSR,1,0,0,1
Mexico,USA,79,38,16,25
Mexico,El Salvador,40,34,2,4
Mexico,Costa Rica,52,29,18,5
Mexico,Honduras,45,27,9,9
Mexico,Canada,37,22,10,5
Mexico,Panama,29,21,6,2
Mexico,Jamaica,29,21,5,3
Mexico,Guatemala,29,18,6,5
Mexico,Ecuador,25,14,7,4
Mexico,Trinidad,23,14,6,3
Mexico,Bolivia,14,11,2,1
Mexico,Brazil,41,10,7,24
Mexico,Venezuela,14,10,3,1
Mexico,Paraguay,21,10,5,6
Mexico,Chile,24,10,5,9
Mexico,Cuba,9,9,0,0
Mexico,Haiti,11,9,2,0
Mexico,South Korea,15,8,2,5
Mexico,Uruguay,20,7,5,8
Mexico,Peru,16,7,4,5
Mexico,New Zealand,7,7,0,0
Mexico,St. Vincent,7,7,0,0
Mexico,Saudi Arabia,7,6,1,0
Mexico,Colombia,23,6,7,10
Mexico,Japan,7,5,1,1
Mexico,Ghana,5,5,0,0
Mexico,Hungary,7,5,1,1
Mexico,Bermuda,6,5,0,1
Mexico,Netherlands,9,4,1,4
Mexico,Bulgaria,12,4,5,3
Mexico,Nigeria,7,4,3,0
Mexico,Iceland,6,4,2,0
Mexico,Suriname,4,4,0,0
Mexico,Belgium,8,3,3,2
Mexico,Norway,6,3,1,2
Mexico,Poland,9,3,3,3
Mexico,Finland,4,3,1,0
Mexico,Bosnia,4,3,0,1
Mexico,Iran,3,3,0,0
Mexico,China,3,3,0,0
Mexico,N. Antilles,6,3,2,1
Mexico,Martinique,3,3,0,0
Mexico,Germany,13,2,5,6
Mexico,England,9,2,1,6
Mexico,Australia,7,2,3,2
Mexico,Cameroon,3,2,1,0
Mexico,Denmark,7,2,1,4
Mexico,Argentina,28,2,10,16
Mexico,Serbia,2,2,0,0
Mexico,Senegal,2,2,0,0
Mexico,Ireland,6,2,4,0
Mexico,Croatia,6,2,0,4
Mexico,Sweden,11,2,3,6
Mexico,Iraq,2,2,0,0
Mexico,Egypt,4,2,1,1
Mexico,South Africa,4,2,1,1
Mexico,Wales,5,2,2,1
Mexico,Nicaragua,2,2,0,0
Mexico,Guyana,2,2,0,0
Mexico,Belize,2,2,0,0
Mexico,Dominica,2,2,0,0
Mexico,St. Kitts/Nevis,2,2,0,0
Mexico,Guadeloupe,2,2,0,0
Mexico,Italy,12,1,4,7
Mexico,France,7,1,1,5
Mexico,Greece,4,1,2,1
Mexico,Scotland,1,1,0,0
Mexico,Turkiye,1,1,0,0
Mexico,Switzerland,6,1,1,4
Mexico,Romania,2,1,0,1
Mexico,Russia,3,1,0,2
Mexico,Albania,1,1,0,0
Mexico,Angola,2,1,1,0
Mexico,Slovenia,2,1,0,1
Mexico,Ivory Coast,1,1,0,0
Mexico,Algeria,2,1,1,0
Mexico,Ukraine,1,1,0,0
Mexico,Zambia,1,1,0,0
Mexico,DR Congo,1,1,0,0
Mexico,Israel,2,1,0,1
Mexico,N. Ireland,2,1,0,1
Mexico,Estonia,1,1,0,0
Mexico,The Gambia,1,1,0,0
Mexico,Liberia,1,1,0,0
Mexico,Dominican Rep.,1,1,0,0
Mexico,North Korea,1,1,0,0
Mexico,ČSR,2,1,0,1
Mexico,USSR,10,1,7,2
Mexico,Yugoslavia,7,1,1,5
Mexico,Curaçao,1,1,0,0
Mexico,USSR B,3,1,1,1
Mexico,North Yemen,1,1,0,0
Mexico,Portugal,6,0,3,3
Mexico,Spain,8,0,3,5
Mexico,Kuwait,1,0,1,0
Mexico,Czechia,1,0,0,1
Mexico,Belarus,1,0,0,1
Mexico,Uzbekistan,1,0,1,0
Mexico,Luxembourg,1,0,0,1
Mexico,Tunisia,1,0,0,1
Mexico,UAE,1,0,1,0
Mexico,Libya,1,0,0,1
Mexico,Qatar,1,0,0,1
Mexico,Jordan,1,0,1,0
Mexico,East Germany,4,0,2,2
Norway,Finland,68,41,17,10
Norway,Sweden,110,27,25,58
Norway,Denmark,89,20,14,55
Norway,Iceland,34,20,6,8
Norway,Cyprus,13,13,0,0
Norway,Malta,12,10,2,0
Norway,Luxembourg,12,9,1,2
Norway,N. Ireland,11,9,0,2
Norway,Switzerland,20,8,6,6
Norway,Slovenia,13,8,3,2
Norway,Moldova,7,6,1,0
Norway,Estonia,9,6,2,1
Norway,Italy,19,5,4,10
Norway,Netherlands,23,5,7,11
Norway,Bulgaria,16,5,4,7
Norway,Hungary,19,5,5,9
Norway,Faroe Islands,5,5,0,0
Norway,France,15,4,4,7
Norway,Poland,19,4,3,12
Norway,Ireland,19,4,8,7
Norway,Georgia,5,4,1,0
Norway,Wales,11,4,4,3
Norway,Azerbaijan,6,4,1,1
Norway,San Marino,4,4,0,0
Norway,Scotland,19,3,7,9
Norway,Turkiye,11,3,3,5
Norway,Austria,14,3,2,9
Norway,Romania,15,3,7,5
Norway,Belarus,7,3,2,2
Norway,Slovakia,5,3,1,1
Norway,Egypt,6,3,3,0
Norway,Israel,4,3,0,1
Norway,Montenegro,4,3,0,1
Norway,Germany,22,2,5,15
Norway,England,12,2,3,7
Norway,Greece,9,2,2,5
Norway,Argentina,2,2,0,0
Norway,Brazil,4,2,2,0
Norway,Bosnia,4,2,0,2
Norway,USA,5,2,1,2
Norway,Latvia,4,2,1,1
Norway,Albania,5,2,2,1
Norway,South Korea,4,2,1,1
Norway,South Africa,3,2,0,1
Norway,Lithuania,2,2,0,0
Norway,Macedonia,4,2,1,1
Norway,Thailand,2,2,0,0
Norway,Armenia,3,2,1,0
Norway,Mexico,6,2,1,3
Norway,Bermuda,2,2,0,0
Norway,Yugoslavia,13,2,1,10
Norway,Gibraltar,2,2,0,0
Norway,Ungarn Amateure,2,2,0,0
Norway,W. Germany (AT),2,2,0,0
Norway,Portugal,11,1,2,8
Norway,Spain,10,1,2,7
Norway,Australia,3,1,1,1
Norway,Cameroon,1,1,0,0
Norway,Japan,1,1,0,0
Norway,Serbia,4,1,1,2
Norway,Ghana,1,1,0,0
Norway,Czechia,9,1,3,5
Norway,Russia,4,1,3,0
Norway,Croatia,5,1,1,3
Norway,Panama,1,1,0,0
Norway,Honduras,1,1,0,0
Norway,Tunisia,2,1,1,0
Norway,Jamaica,2,1,1,0
Norway,Saudi Arabia,1,1,0,0
Norway,UAE,3,1,2,0
Norway,Bahrain,1,1,0,0
Norway,Costa Rica,2,1,1,0
Norway,Kazakhstan,2,1,1,0
Norway,New Zealand,2,1,1,0
Norway,Guatemala,1,1,0,0
Norway,Qatar,1,1,0,0
Norway,Oman,1,1,0,0
Norway,Grenada,1,1,0,0
Norway,Singapore,1,1,0,0
Norway,North Korea,1,1,0,0
Norway,Jordan,2,1,1,0
Norway,East Germany,7,1,1,5
Norway,Serbia-Mont.,1,1,0,0
Norway,Kosovo,1,1,0,0
Norway,England Ama.,3,1,1,1
Norway,Denmark League,2,1,1,0
Norway,Austria Amat.,1,1,0,0
Norway,Ireland Olym.,2,1,1,0
Norway,Belgium,9,0,3,6
Norway,Kuwait,3,0,2,1
Norway,Nigeria,1,0,1,0
Norway,Uruguay,2,0,1,1
Norway,Senegal,1,0,0,1
Norway,Morocco,1,0,1,0
Norway,Paraguay,1,0,1,0
Norway,Ukraine,5,0,1,4
Norway,Zambia,1,0,1,0
Norway,Colombia,1,0,1,0
Norway,China,1,0,0,1
Norway,Trinidad,1,0,0,1
Norway,ČSR,4,0,0,4
Norway,USSR,8,0,1,7
Norway,Saar,2,0,1,1
Norway,South Korea U23,1,0,0,1
Norway,Great Britain,1,0,1,0
Norway,Sweden,1,0,1,0
Norway,Switzerland,2,0,1,1
Norway,Hungary,1,0,1,0
Norway,Poland,2,0,0,2
Norway,USSR,4,0,1,3
Norway,East Germany,2,0,1,1
Norway,Bulgaria,2,0,1,1
Norway,Türkiye,2,0,2,0
Norway,Wales U23,1,0,0,1
New Zealand,Fiji,17,14,1,2
New Zealand,Australia,58,12,8,38
New Zealand,Vanuatu,13,12,0,1
New Zealand,Solomons,14,12,2,0
New Zealand,Tahiti,11,10,0,1
New Zealand,Chinese Taipei,11,9,2,0
New Zealand,New Caledonia,10,8,1,1
New Zealand,Papua N. Guinea,6,5,0,1
New Zealand,Malaysia,5,4,1,0
New Zealand,China,11,3,5,3
New Zealand,Japan,5,2,0,3
New Zealand,Saudi Arabia,7,2,1,4
New Zealand,Bahrain,4,2,1,1
New Zealand,Indonesia,4,2,1,1
New Zealand,Oman,3,2,1,0
New Zealand,Serbia,1,1,0,0
New Zealand,Canada,5,1,1,3
New Zealand,Honduras,2,1,1,0
New Zealand,Ivory Coast,1,1,0,0
New Zealand,Georgia,1,1,0,0
New Zealand,Chile,5,1,1,3
New Zealand,Israel,8,1,1,6
New Zealand,The Gambia,1,1,0,0
New Zealand,India,1,1,0,0
New Zealand,Qatar,1,1,0,0
New Zealand,Samoa,1,1,0,0
New Zealand,Singapore,2,1,0,1
New Zealand,Jordan,2,1,0,1
New Zealand,Cook Islands,1,1,0,0
New Zealand,Curaçao,1,1,0,0
New Zealand,Germany,1,0,0,1
New Zealand,England,2,0,0,2
New Zealand,Portugal,1,0,0,1
New Zealand,Spain,1,0,0,1
New Zealand,Italy,2,0,1,1
New Zealand,France,1,0,0,1
New Zealand,Greece,1,0,0,1
New Zealand,Scotland,2,0,1,1
New Zealand,Turkiye,1,0,0,1
New Zealand,Kuwait,3,0,1,2
New Zealand,Brazil,3,0,0,3
New Zealand,Norway,2,0,1,1
New Zealand,Poland,3,0,1,2
New Zealand,Finland,1,0,0,1
New Zealand,Russia,1,0,0,1
New Zealand,Belarus,1,0,0,1
New Zealand,Hungary,3,0,0,3
New Zealand,Slovakia,1,0,1,0
New Zealand,Venezuela,1,0,0,1
New Zealand,USA,4,0,2,2
New Zealand,Ireland,2,0,1,1
New Zealand,Sweden,1,0,0,1
New Zealand,Iraq,3,0,1,2
New Zealand,Uzbekistan,1,0,0,1
New Zealand,Paraguay,2,0,1,1
New Zealand,Iran,2,0,1,1
New Zealand,Peru,3,0,1,2
New Zealand,Slovenia,1,0,0,1
New Zealand,South Korea,6,0,1,5
New Zealand,Tunisia,1,0,0,1
New Zealand,Jamaica,2,0,0,2
New Zealand,Egypt,3,0,1,2
New Zealand,Ukraine,1,0,0,1
New Zealand,South Africa,6,0,1,5
New Zealand,Colombia,2,0,0,2
New Zealand,Lithuania,1,0,0,1
New Zealand,DR Congo,1,0,1,0
New Zealand,Wales,1,0,1,0
New Zealand,UAE,1,0,0,1
New Zealand,N. Ireland,1,0,0,1
New Zealand,Thailand,2,0,0,2
New Zealand,Ecuador,1,0,0,1
New Zealand,Estonia,2,0,1,1
New Zealand,Mexico,7,0,0,7
New Zealand,Trinidad,1,0,1,0
New Zealand,Costa Rica,2,0,0,2
New Zealand,Kenya,1,0,0,1
New Zealand,El Salvador,1,0,1,0
New Zealand,Haiti,1,0,0,1
New Zealand,Tanzania,1,0,0,1
New Zealand,Botswana,1,0,1,0
New Zealand,Hong Kong,1,0,0,1
New Zealand,Myanmar,1,0,1,0
New Zealand,Macau,1,0,1,0
New Zealand,USSR,1,0,0,1
New Zealand,USSR,5,0,1,4
New Zealand,South Vietnam,1,0,0,1
Panama,Guatemala,42,19,11,12
Panama,El Salvador,47,19,11,17
Panama,Costa Rica,56,18,10,28
Panama,Nicaragua,24,18,1,5
Panama,Honduras,43,11,10,22
Panama,Cuba,19,11,4,4
Panama,Jamaica,20,9,7,4
Panama,Trinidad,18,7,3,8
Panama,USA,29,6,5,18
Panama,Martinique,7,6,1,0
Panama,Venezuela,18,5,8,5
Panama,Bolivia,8,5,1,2
Panama,Belize,7,5,2,0
Panama,Haiti,11,3,5,3
Panama,Grenada,3,3,0,0
Panama,Dominica,3,3,0,0
Panama,Curaçao,8,3,3,2
Panama,Canada,14,2,6,6
Panama,Peru,8,2,1,5
Panama,South Africa,3,2,1,0
Panama,Colombia,7,2,0,5
Panama,Mexico,29,2,6,21
Panama,Dominican Rep.,2,2,0,0
Panama,Bermuda,3,2,0,1
Panama,Guyana,2,2,0,0
Panama,Saint Lucia,2,2,0,0
Panama,Guadeloupe,3,2,0,1
Panama,Bahrain,2,1,0,1
Panama,Qatar,2,1,1,0
Panama,Barbados,1,1,0,0
Panama,Anguilla,1,1,0,0
Panama,Montserrat,1,1,0,0
Panama,Puerto Rico,1,1,0,0
Panama,England,1,0,0,1
Panama,Portugal,1,0,0,1
Panama,Spain,1,0,0,1
Panama,Belgium,1,0,0,1
Panama,Switzerland,1,0,0,1
Panama,Cameroon,1,0,1,0
Panama,Japan,2,0,0,2
Panama,Denmark,1,0,0,1
Panama,Argentina,3,0,0,3
Panama,Serbia,2,0,2,0
Panama,Brazil,6,0,1,5
Panama,Norway,1,0,0,1
Panama,Uruguay,5,0,0,5
Panama,Paraguay,4,0,0,4
Panama,Iran,2,0,0,2
Panama,South Korea,1,0,1,0
Panama,Tunisia,1,0,0,1
Panama,Chile,5,0,1,4
Panama,Saudi Arabia,1,0,1,0
Panama,Wales,1,0,1,0
Panama,N. Ireland,1,0,1,0
Panama,Ecuador,7,0,2,5
Panama,Armenia,1,0,1,0
Panama,Suriname,2,0,2,0
Panama,Macau,1,0,0,1
Panama,N. Antilles,1,0,0,1
Paraguay,Chile,57,27,7,23
Paraguay,Bolivia,41,23,9,9
Paraguay,Venezuela,29,20,4,5
Paraguay,Ecuador,37,19,8,10
Paraguay,Uruguay,55,18,11,26
Paraguay,Colombia,45,17,7,21
Paraguay,Peru,44,16,13,15
Paraguay,Brazil,85,14,19,52
Paraguay,Argentina,55,7,19,29
Paraguay,Guatemala,9,7,2,0
Paraguay,Mexico,21,6,5,10
Paraguay,Panama,4,4,0,0
Paraguay,El Salvador,4,4,0,0
Paraguay,Japan,12,3,4,5
Paraguay,Jamaica,5,3,0,2
Paraguay,Costa Rica,8,3,2,3
Paraguay,Greece,2,2,0,0
Paraguay,USA,9,2,2,5
Paraguay,Nicaragua,2,2,0,0
Paraguay,Scotland,1,1,0,0
Paraguay,Belgium,3,1,1,1
Paraguay,Bulgaria,2,1,1,0
Paraguay,Cameroon,1,1,0,0
Paraguay,Poland,1,1,0,0
Paraguay,Nigeria,2,1,1,0
Paraguay,Romania,2,1,0,1
Paraguay,Slovakia,2,1,1,0
Paraguay,Sweden,3,1,1,1
Paraguay,Iraq,1,1,0,0
Paraguay,Slovenia,1,1,0,0
Paraguay,South Korea,7,1,2,4
Paraguay,Honduras,5,1,3,1
Paraguay,Georgia,1,1,0,0
Paraguay,South Africa,5,1,3,1
Paraguay,Togo,1,1,0,0
Paraguay,UAE,2,1,1,0
Paraguay,Macedonia,1,1,0,0
Paraguay,Armenia,2,1,0,1
Paraguay,Trinidad,1,1,0,0
Paraguay,New Zealand,2,1,1,0
Paraguay,Oman,1,1,0,0
Paraguay,North Korea,1,1,0,0
Paraguay,Jordan,1,1,0,0
Paraguay,Hong Kong,1,1,0,0
Paraguay,Yugoslavia,3,1,1,1
Paraguay,Türkiye U20,1,1,0,0
Paraguay,Germany,2,0,1,1
Paraguay,England,3,0,0,3
Paraguay,Portugal,1,0,1,0
Paraguay,Spain,4,0,2,2
Paraguay,Italy,3,0,1,2
Paraguay,France,5,0,2,3
Paraguay,Netherlands,2,0,1,1
Paraguay,Turkiye,1,0,1,0
Paraguay,Austria,1,0,1,0
Paraguay,Australia,2,0,1,1
Paraguay,Denmark,1,0,1,0
Paraguay,Serbia,1,0,0,1
Paraguay,Norway,1,0,1,0
Paraguay,Ireland,2,0,0,2
Paraguay,Canada,1,0,1,0
Paraguay,Morocco,2,0,1,1
Paraguay,Iran,1,0,0,1
Paraguay,Ivory Coast,2,0,2,0
Paraguay,Saudi Arabia,2,0,2,0
Paraguay,Wales,1,0,1,0
Paraguay,China,2,0,1,1
Paraguay,Qatar,2,0,1,1
Portugal,Luxembourg,21,19,1,1
Portugal,Denmark,18,12,2,4
Portugal,Hungary,16,11,5,0
Portugal,Switzerland,26,10,5,11
Portugal,Ireland,18,10,3,5
Portugal,Cyprus,11,10,1,0
Portugal,Scotland,17,9,4,4
Portugal,Malta,10,9,1,0
Portugal,Netherlands,14,8,4,2
Portugal,Turkiye,10,8,0,2
Portugal,Norway,11,8,2,1
Portugal,Poland,15,8,4,3
Portugal,Sweden,21,8,6,7
Portugal,Liechtenstein,9,8,1,0
Portugal,Spain,41,7,16,18
Portugal,Croatia,10,7,2,1
Portugal,Estonia,8,7,1,0
Portugal,Azerbaijan,8,7,1,0
Portugal,Italy,27,6,3,18
Portugal,France,29,6,3,20
Portugal,Belgium,19,6,7,6
Portugal,Finland,11,6,4,1
Portugal,Latvia,6,6,0,0
Portugal,Armenia,8,6,2,0
Portugal,Andorra,6,6,0,0
Portugal,England,23,5,8,10
Portugal,Czechia,6,5,0,1
Portugal,Bosnia,6,5,1,0
Portugal,Romania,11,5,2,4
Portugal,Slovakia,6,5,1,0
Portugal,Albania,7,5,1,1
Portugal,Germany,20,4,5,11
Portugal,Greece,14,4,5,5
Portugal,Bulgaria,13,4,3,6
Portugal,Brazil,20,4,3,13
Portugal,Russia,7,4,1,2
Portugal,Iceland,5,4,1,0
Portugal,Lithuania,4,4,0,0
Portugal,Israel,7,4,2,1
Portugal,N. Ireland,13,4,7,2
Portugal,Serbia,8,3,4,1
Portugal,USA,8,3,3,2
Portugal,Angola,3,3,0,0
Portugal,Egypt,4,3,0,1
Portugal,Wales,4,3,0,1
Portugal,Mexico,6,3,3,0
Portugal,Kazakhstan,3,3,0,0
Portugal,Faroe Islands,3,3,0,0
Portugal,ČSR,9,3,3,3
Portugal,USSR,4,3,0,1
Portugal,Yugoslavia,5,3,0,2
Portugal,Austria,11,2,6,3
Portugal,Cameroon,2,2,0,0
Portugal,Argentina,8,2,1,5
Portugal,Ghana,2,2,0,0
Portugal,Uruguay,4,2,1,1
Portugal,Iran,3,2,1,0
Portugal,South Africa,2,2,0,0
Portugal,Saudi Arabia,2,2,0,0
Portugal,Mozambique,2,2,0,0
Portugal,North Macedonia,3,2,1,0
Portugal,China,2,2,0,0
Portugal,Qatar,2,2,0,0
Portugal,North Korea,2,2,0,0
Portugal,East Germany,3,2,0,1
Portugal,Spain,3,2,0,1
Portugal,Kuwait,1,1,0,0
Portugal,Nigeria,1,1,0,0
Portugal,Canada,2,1,1,0
Portugal,Morocco,3,1,0,2
Portugal,Panama,1,1,0,0
Portugal,Slovenia,2,1,0,1
Portugal,Algeria,1,1,0,0
Portugal,Georgia,2,1,0,1
Portugal,Ukraine,4,1,1,2
Portugal,Chile,4,1,2,1
Portugal,Cape Verde,3,1,1,1
Portugal,Bolivia,1,1,0,0
Portugal,Ecuador,2,1,0,1
Portugal,Moldova,1,1,0,0
Portugal,New Zealand,1,1,0,0
Portugal,Gibraltar,1,1,0,0
Portugal,Paraguay,1,0,1,0
Portugal,South Korea,2,0,0,2
Portugal,Ivory Coast,1,0,1,0
Portugal,Tunisia,2,0,2,0
Portugal,Gabon,1,0,1,0
Portugal,CSSR,1,0,1,0
Congo DR,Angola,14,8,5,1
Congo DR,Congo,11,7,3,1
Congo DR,Togo,9,7,1,1
Congo DR,Guinea,9,6,1,2
Congo DR,Ethiopia,7,5,0,2
Congo DR,Madagascar,9,5,1,3
Congo DR,Sudan,6,4,0,2
Congo DR,Mauritania,5,4,1,0
Congo DR,Tanzania,10,4,4,2
Congo DR,Ghana,12,3,3,6
Congo DR,Ivory Coast,12,3,3,6
Congo DR,Zambia,9,3,5,1
Congo DR,Sierra Leone,3,3,0,0
Congo DR,Libya,10,3,5,2
Congo DR,Swaziland,4,3,1,0
Congo DR,Burundi,3,3,0,0
Congo DR,Djibouti,4,3,1,0
Congo DR,Cameroon,14,2,4,8
Congo DR,Nigeria,4,2,1,1
Congo DR,Seychelles,2,2,0,0
Congo DR,Zimbabwe,5,2,1,2
Congo DR,Mali,6,2,2,2
Congo DR,Benin,3,2,1,0
Congo DR,Gabon,9,2,3,4
Congo DR,Burkina Faso,8,2,1,5
Congo DR,Kenya,6,2,1,3
Congo DR,Malawi,4,2,1,1
Congo DR,Equat. Guinea,3,2,0,1
Congo DR,Uganda,6,2,1,3
Congo DR,Mauritius,2,2,0,0
Congo DR,Botswana,4,2,2,0
Congo DR,South Sudan,2,2,0,0
Congo DR,Senegal,10,1,3,6
Congo DR,Namibia,3,1,1,1
Congo DR,Morocco,7,1,3,3
Congo DR,Jamaica,1,1,0,0
Congo DR,Egypt,9,1,2,6
Congo DR,South Africa,6,1,1,4
Congo DR,Rwanda,4,1,0,3
Congo DR,Cape Verde,3,1,2,0
Congo DR,The Gambia,3,1,1,1
Congo DR,Liberia,2,1,1,0
Congo DR,Central Africa,2,1,0,1
Congo DR,Niger,2,1,1,0
Congo DR,Bermuda,1,1,0,0
Congo DR,Denmark,1,0,1,0
Congo DR,Romania,1,0,1,0
Congo DR,Iraq,2,0,0,2
Congo DR,Algeria,6,0,4,2
Congo DR,Tunisia,9,0,3,6
Congo DR,Saudi Arabia,1,0,0,1
Congo DR,Mexico,1,0,0,1
Congo DR,Bahrain,1,0,0,1
Congo DR,New Zealand,1,0,1,0
Congo DR,Lesotho,3,0,3,0
Congo DR,Qatar,1,0,1,0
Congo DR,Oman,1,0,1,0
Czechia,Slovakia,14,9,2,3
Czechia,Malta,11,9,2,0
Czechia,Faroe Islands,9,8,0,1
Czechia,San Marino,7,7,0,0
Czechia,Montenegro,7,7,0,0
Czechia,Netherlands,12,6,3,3
Czechia,Belarus,6,6,0,0
Czechia,Lithuania,7,6,0,1
Czechia,Scotland,10,5,1,4
Czechia,Turkiye,12,5,1,6
Czechia,Bulgaria,7,5,1,1
Czechia,Norway,9,5,3,1
Czechia,Poland,10,5,1,4
Czechia,Ireland,9,5,2,2
Czechia,Estonia,5,5,0,0
Czechia,Armenia,6,5,0,1
Czechia,Switzerland,6,4,0,2
Czechia,Denmark,13,4,6,3
Czechia,Iceland,6,4,0,2
Czechia,Cyprus,4,4,0,0
Czechia,Israel,4,4,0,0
Czechia,Belgium,9,3,2,4
Czechia,Finland,5,3,1,1
Czechia,Latvia,4,3,1,0
Czechia,Slovenia,5,3,1,1
Czechia,North Macedonia,4,3,1,0
Czechia,Moldova,4,3,1,0
Czechia,Germany,9,2,0,7
Czechia,Italy,7,2,2,3
Czechia,France,4,2,1,1
Czechia,Austria,5,2,1,2
Czechia,Kuwait,2,2,0,0
Czechia,Nigeria,2,2,0,0
Czechia,Bosnia,2,2,0,0
Czechia,Hungary,9,2,4,3
Czechia,USA,3,2,0,1
Czechia,Canada,2,2,0,0
Czechia,Albania,5,2,2,1
Czechia,Ukraine,7,2,3,2
Czechia,Liechtenstein,2,2,0,0
Czechia,N. Ireland,7,2,3,2
Czechia,Kazakhstan,2,2,0,0
Czechia,Andorra,2,2,0,0
Czechia,Gibraltar,2,2,0,0
Czechia,Kosovo,3,2,0,1
Czechia,England,6,1,1,4
Czechia,Portugal,6,1,0,5
Czechia,Greece,5,1,2,2
Czechia,Australia,2,1,0,1
Czechia,Serbia,2,1,0,1
Czechia,Romania,2,1,0,1
Czechia,Russia,4,1,1,2
Czechia,Uruguay,3,1,0,2
Czechia,Luxembourg,2,1,0,1
Czechia,South Korea,3,1,1,1
Czechia,Georgia,3,1,1,1
Czechia,Saudi Arabia,2,1,1,0
Czechia,Wales,6,1,4,1
Czechia,UAE,2,1,0,1
Czechia,China,1,1,0,0
Czechia,Mexico,1,1,0,0
Czechia,Trinidad,1,1,0,0
Czechia,Costa Rica,1,1,0,0
Czechia,Azerbaijan,3,1,1,1
Czechia,Guatemala,1,1,0,0
Czechia,Qatar,1,1,0,0
Czechia,Yugoslavia,3,1,0,2
Czechia,Belarus,1,1,0,0
Czechia,Spain,7,0,2,5
Czechia,Japan,3,0,2,1
Czechia,Brazil,2,0,0,2
Czechia,Ghana,1,0,0,1
Czechia,Croatia,6,0,4,2
Czechia,Sweden,4,0,2,2
Czechia,Morocco,1,0,1,0
Czechia,Peru,1,0,1,0
Czechia,South Africa,1,0,1,0
Senegal,Cape Verde,9,9,0,0
Senegal,Mali,16,8,6,2
Senegal,Guinea,10,8,2,0
Senegal,Namibia,7,7,0,0
Senegal,Egypt,14,7,2,5
Senegal,Benin,9,7,2,0
Senegal,Congo,9,6,3,0
Senegal,DR Congo,10,6,3,1
Senegal,Algeria,21,5,5,11
Senegal,South Africa,10,5,3,2
Senegal,The Gambia,10,5,5,0
Senegal,Liberia,6,5,1,0
Senegal,Sudan,7,5,2,0
Senegal,Mauritania,8,5,2,1
Senegal,Cameroon,10,4,2,4
Senegal,Ivory Coast,14,4,2,8
Senegal,Zambia,11,4,4,3
Senegal,Mozambique,5,4,1,0
Senegal,Burkina Faso,13,4,7,2
Senegal,Kenya,5,4,1,0
Senegal,Uganda,8,4,3,1
Senegal,Burundi,4,4,0,0
Senegal,Nigeria,9,3,2,4
Senegal,Morocco,20,3,5,12
Senegal,Zimbabwe,4,3,0,1
Senegal,Gabon,4,3,1,0
Senegal,Ecuador,3,3,0,0
Senegal,Malawi,4,3,1,0
Senegal,Equat. Guinea,4,3,0,1
